stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type
4987,150436,-7.916563889735209,-34.908655555519665,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150436,0
4988,150437,-7.914638889734614,-34.909924999963955,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150437,0
4989,150438,-7.914266667512288,-34.9113361110749,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150438,0
4990,150439,-7.912722223067332,-34.91294999996358,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150439,0
4991,150440,-7.9121083341782485,-34.91411666663009,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150440,0
4992,150441,-7.911805556400369,-34.91511111107442,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150441,0
4993,150442,-7.91237222306718,-34.91377222218569,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150442,0
4994,150443,-7.913644446980542,-34.91246388885337,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150443,0
4995,150444,-7.914422223067874,-34.910205555519475,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150444,0
4996,150445,-7.916750000846377,-34.90867222218633,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150445,0
4997,150446,-7.917597223068858,-34.908577777741904,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150446,0
4998,150447,-7.919500000847241,-34.90863888885301,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150447,0
4999,150448,-7.915083334179153,-34.90789999996419,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150448,0
5000,150449,-7.913066667511848,-34.90933888885291,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150449,0
5001,150450,-7.916275000846251,-34.90803333329752,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150450,0
5002,150451,-7.914658334179062,-34.90823888885305,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150451,0
5004,150454,-7.909913889733123,-34.90860277774188,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150454,0
5005,150455,-7.907394445287894,-34.90878888885297,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150455,0
5006,150456,-7.905486111953973,-34.90808888885305,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150456,0
5007,150457,-7.905444445287295,-34.90587499996443,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150457,0
5008,150458,-7.904916667509348,-34.90355555552025,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150458,0
5009,150459,-7.904802780305585,-34.902955555521,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150459,0
5010,150460,-7.905297223065029,-34.90463611107568,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150460,0
5011,150461,-7.9052777786205555,-34.908080555519724,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150461,0
5012,150462,-7.906672223065453,-34.908988888852946,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150462,0
5013,150463,-7.908466667510448,-34.908819444408515,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150463,0
5014,150464,-7.910133334177641,-34.90866944440854,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150464,0
5015,150465,-7.912102780312416,-34.91024722218692,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150465,0
